_id,slot,defense,max_defense,fire_res,thunder_res,dragon_res,water_res,ice_res,gender,hunter_type,num_slots
1376607,Body,50,66,2,2,3,-2,-2,0,0,2
1376608,Body,25,41,3,2,4,-2,-2,0,1,2
1376609,Body,50,66,2,2,3,-2,-2,0,0,2
1376610,Body,25,41,3,2,4,-2,-2,0,1,2
1376611,Body,48,64,2,1,0,1,-1,2,0,2
1376612,Body,24,40,3,1,0,1,-1,2,1,2
1376613,Body,44,60,2,1,0,1,-1,2,0,0
1376614,Body,22,38,3,1,0,1,-1,2,1,0
1376615,Body,46,62,0,-2,0,3,-1,2,0,0
1376616,Body,23,39,0,-2,0,4,-1,2,1,0
1376617,Body,48,64,-2,3,2,0,-2,0,0,1
1376618,Body,24,40,-2,3,3,0,-2,0,1,1
1376619,Body,48,64,-2,3,2,0,-2,0,0,1
1376620,Body,24,40,-2,3,3,0,-2,0,1,1
1376621,Body,44,60,2,0,-2,0,2,2,0,0
1376622,Body,22,38,4,0,-2,0,2,2,1,0
1376623,Body,48,64,3,-1,3,-1,-1,2,0,0
1376624,Body,24,40,4,-1,3,-1,-1,2,1,0
1376625,Body,48,64,3,-1,3,-1,-1,1,0,0
1376626,Body,24,40,4,-1,3,-1,-1,1,1,0
1376627,Body,44,60,-2,1,0,-2,1,2,0,0
1376628,Body,22,38,-1,1,0,-2,1,2,1,0
1376629,Body,46,62,-2,-4,0,3,4,0,0,0
1376630,Body,23,39,-2,-4,0,3,5,0,1,0
1376631,Body,50,66,-4,4,1,1,2,0,0,0
1376632,Body,25,41,-4,5,1,1,2,0,1,0
1376633,Body,46,62,-4,4,1,1,2,2,0,0
1376634,Body,23,39,-4,5,1,1,2,2,1,0
1376635,Body,50,66,3,-2,-3,0,0,0,0,0
1376636,Body,25,41,4,-2,-3,0,0,0,1,0
1376637,Body,54,70,3,-2,-3,0,0,0,0,0
1376638,Body,27,43,4,-2,-3,0,0,0,1,0
1376639,Body,46,62,3,-2,-3,0,0,2,0,2
1376640,Body,23,39,4,-2,-3,0,0,2,1,2
1376641,Body,50,66,2,-1,1,0,-3,0,0,0
1376642,Body,25,41,3,-1,1,0,-3,0,1,0
1376643,Body,52,68,-2,-4,1,4,2,0,0,0
1376644,Body,26,42,-2,-4,1,5,2,0,1,0
1376645,Body,50,66,-4,0,0,1,4,0,0,1
1376646,Body,25,41,-4,0,0,1,5,0,1,1
1376647,Body,54,70,-4,0,0,1,4,2,0,1
1376648,Body,27,43,-4,0,0,1,5,2,1,1
1376649,Body,56,72,4,0,1,-4,0,2,0,1
1376650,Body,28,44,5,0,1,-4,0,2,1,1
1376651,Body,60,76,4,0,1,-4,0,0,0,1
1376652,Body,30,46,5,0,1,-4,0,0,1,1
1376653,Body,48,64,1,-1,0,2,-1,0,0,0
1376654,Body,24,40,2,-1,0,2,-1,0,1,0
1376655,Body,52,68,1,-1,0,2,-1,2,0,0
1376656,Body,26,42,2,-1,0,2,-1,2,1,0
1376657,Body,44,60,1,-1,0,2,-1,2,0,1
1376658,Body,22,38,2,-1,0,2,-1,2,1,1
1376659,Body,56,72,1,0,1,-1,-3,0,0,1
1376660,Body,28,44,1,1,1,-1,-3,0,1,1
1376661,Body,40,56,-2,-3,1,1,1,0,0,0
1376662,Body,20,36,-2,-2,1,1,1,0,1,0
1376663,Body,56,72,2,2,0,-1,0,0,0,0
1376664,Body,28,44,3,2,0,-1,0,0,1,0
1376666,Body,64,80,3,0,-2,-4,-1,0,0,0
1376667,Body,32,48,4,0,-2,-4,-1,0,1,0
1376668,Body,50,66,3,3,3,3,3,0,0,0
1376669,Body,25,41,3,3,4,3,3,0,1,0
1376670,Body,50,66,0,0,0,0,0,0,0,0
1376671,Body,25,41,0,0,0,0,0,2,1,0
1376672,Body,54,70,0,0,0,0,0,2,0,0
1376673,Body,27,43,0,0,0,0,0,2,1,0
1376674,Body,48,64,0,0,0,0,0,0,0,0
1376675,Body,24,40,0,0,0,0,0,0,1,0
1376676,Body,48,64,0,0,0,0,0,0,0,0
1376677,Body,24,40,0,0,0,0,0,0,1,0
1376678,Body,15,31,-2,-2,0,-2,-2,2,2,1
1376679,Body,52,68,-2,-2,2,4,3,2,0,0
1376680,Body,26,42,-2,-2,2,5,3,2,1,0
1376682,Body,48,62,0,0,0,0,0,0,0,1
1376683,Body,24,38,1,1,1,1,1,0,1,1
1376684,Body,54,68,-2,0,4,0,0,0,0,1
1376685,Body,27,41,-2,0,5,0,0,0,1,1
1376686,Body,60,74,-1,-3,-1,2,1,2,0,0
1376687,Body,30,44,-1,-3,-1,2,1,2,1,0
1376688,Body,56,70,-1,-3,-1,2,1,2,0,0
1376689,Body,28,42,-1,-3,-1,2,1,2,1,0
1376696,Body,60,74,1,-2,3,-2,2,0,0,1
1376697,Body,30,44,3,-2,3,-2,2,0,1,1
1376698,Body,56,70,1,-2,3,-2,2,2,0,1
1376699,Body,28,42,3,-2,3,-2,2,2,1,1
1376700,Body,60,74,-3,-2,5,4,-2,0,0,0
1376701,Body,30,44,-3,-2,6,4,-2,0,1,0
1376702,Body,58,72,4,-2,-4,0,0,0,0,1
1376703,Body,29,43,5,-2,-4,0,0,0,1,1
1376704,Body,62,76,4,-2,-4,0,0,0,0,1
1376705,Body,31,45,5,-2,-4,0,0,0,1,1
1376706,Body,54,68,4,-2,-4,0,0,2,0,0
1376707,Body,27,41,5,-2,-4,0,0,2,1,0
1376708,Body,58,72,-3,4,-2,2,-1,0,0,2
1376709,Body,29,43,-3,5,-2,2,-1,0,1,2
1376710,Body,54,68,-3,4,-2,2,-1,2,0,1
1376711,Body,27,41,-3,5,-2,2,-1,2,1,1
1376712,Body,58,72,0,4,1,-1,-4,0,0,0
1376713,Body,29,43,0,5,1,-1,-4,0,1,0
1376714,Body,62,76,0,4,1,-1,-4,0,0,0
1376715,Body,31,45,0,5,1,-1,-4,0,1,0
1376716,Body,50,64,0,-3,-1,2,1,2,0,1
1376717,Body,25,39,0,-2,-1,2,1,2,1,1
1376718,Body,58,72,0,3,2,-2,-3,2,0,0
1376719,Body,29,43,0,4,2,-2,-3,2,1,0
1376720,Body,66,80,-3,-1,2,1,3,2,0,0
1376721,Body,33,47,-3,-1,2,1,4,2,1,0
1376722,Body,60,74,3,1,-1,-3,0,2,0,0
1376723,Body,30,44,4,1,-1,-3,0,2,1,1
1376724,Body,60,74,4,0,0,-4,-1,0,0,0
1376725,Body,30,44,6,0,0,-4,-1,0,1,0
1376726,Body,60,74,-2,-1,-2,2,2,0,0,0
1376727,Body,30,44,-2,-1,-2,3,2,0,1,0
1376728,Body,64,78,-2,-1,-2,2,2,0,0,0
1376729,Body,32,46,-2,-1,-2,3,2,0,1,0
1376730,Body,56,70,-2,-1,-2,2,2,2,0,0
1376731,Body,28,42,-2,-1,-2,3,2,2,1,0
1376732,Body,60,74,2,-3,0,0,-2,2,0,0
1376733,Body,30,44,4,-3,0,0,-2,2,1,0
1376734,Body,66,80,-3,1,1,2,-2,0,0,0
1376735,Body,33,47,-2,1,1,2,-2,0,1,0
1376736,Body,60,74,2,-3,-2,0,0,0,0,0
1376737,Body,30,44,4,-3,-2,0,0,0,1,0
1376738,Body,64,78,2,-3,-2,0,0,0,0,0
1376739,Body,32,46,4,-3,-2,0,0,0,1,0
1376740,Body,56,70,2,-3,-2,0,0,2,0,2
1376741,Body,28,42,4,-3,-2,0,0,2,1,2
1376742,Body,64,78,-1,3,2,-1,0,0,0,1
1376743,Body,32,46,-1,4,2,-1,0,0,1,1
1376744,Body,60,74,-1,3,2,-1,0,2,0,1
1376745,Body,30,44,-1,4,2,-1,0,2,1,1
1376746,Body,62,76,2,0,0,-4,-2,0,0,2
1376747,Body,31,45,2,0,0,-3,-2,0,1,2
1376748,Body,66,80,2,0,0,-4,-2,0,0,1
1376749,Body,33,47,2,0,0,-3,-2,0,1,1
1376750,Body,66,80,2,3,2,1,-5,0,0,1
1376751,Body,33,47,2,3,2,1,-4,0,1,1
1376752,Body,66,80,0,-4,-4,0,0,0,0,0
1376753,Body,33,47,0,-3,-4,0,0,0,1,0
1376754,Body,50,64,0,0,0,0,0,0,0,1
1376755,Body,25,39,0,0,0,0,0,2,1,1
1376756,Body,50,64,0,0,0,0,0,0,0,1
1376757,Body,25,39,0,0,0,0,0,1,1,1
1376758,Body,50,64,0,0,0,0,0,2,0,1
1376759,Body,25,39,0,0,0,0,0,2,1,1
1376760,Body,50,64,0,0,0,0,0,2,0,1
1376761,Body,25,39,0,0,0,0,0,2,1,1
1376762,Body,50,64,0,0,0,0,0,0,0,1
1376763,Body,25,39,0,0,0,0,0,1,1,1
1376764,Body,50,64,0,0,0,0,0,1,0,0
1376765,Body,25,39,0,0,0,0,0,1,1,0
1376766,Body,50,64,0,0,0,0,0,0,0,1
1376767,Body,25,39,0,0,0,0,0,0,1,1
1376768,Body,15,29,0,0,0,0,0,0,2,3
1376771,Body,50,64,0,0,0,0,0,1,0,0
1376772,Body,25,39,0,0,0,0,0,1,1,0
1376773,Body,50,64,0,0,0,0,0,2,0,0
1376774,Body,25,39,0,0,0,0,0,2,1,0
1376775,Body,50,64,0,0,0,0,0,1,0,0
1376776,Body,25,39,0,0,0,0,0,1,1,0
1376777,Body,50,64,0,0,0,0,0,0,0,0
1376778,Body,25,39,0,0,0,0,0,0,1,0
1376779,Body,56,70,1,1,1,1,1,2,0,0
1376780,Body,28,42,1,1,1,1,1,2,1,0
1376782,Body,50,64,0,0,0,0,0,2,0,1
1376783,Body,25,39,0,0,0,0,0,2,1,1
1376784,Body,56,70,0,0,0,0,0,0,0,2
1376785,Body,28,42,0,0,0,0,0,0,1,2
1376786,Body,56,70,2,2,1,-1,-1,0,0,0
1376787,Body,28,42,2,2,2,-1,-1,0,1,0
1376788,Body,60,74,2,2,1,-1,-1,2,0,0
1376789,Body,30,44,2,2,2,-1,-1,2,1,0
1376790,Body,66,80,2,-2,2,2,-2,2,0,0
1376791,Body,33,47,2,-2,3,2,-2,2,1,0
1376792,Body,66,80,2,2,2,-2,-2,2,0,0
1376793,Body,33,47,3,2,2,-2,-2,2,1,0
1376794,Body,66,80,2,2,-5,2,2,0,0,1
1376795,Body,33,47,2,2,-5,2,3,0,1,1
1376796,Body,66,80,-2,2,-2,2,2,2,0,0
1376797,Body,33,47,-2,3,-2,2,2,2,1,0
1376798,Body,64,78,4,-3,-4,0,0,2,0,0
1376799,Body,32,46,6,-3,-4,0,0,2,1,0
1376800,Body,64,78,5,-4,-4,0,0,2,0,1
1376801,Body,32,46,6,-4,-4,0,0,2,1,1
1376802,Body,64,78,2,-4,-3,0,0,2,0,0
1376803,Body,32,46,4,-4,-3,0,0,2,1,0
1376804,Body,68,82,-2,0,-4,2,2,0,0,0
1376805,Body,68,82,-2,0,-4,2,2,0,0,0
1376806,Body,34,48,-2,0,-3,2,2,0,1,0
1376807,Body,34,48,-2,0,-3,2,2,0,1,0
1376808,Body,72,86,-2,0,-4,2,2,0,0,0
1376809,Body,72,86,-2,0,-4,2,2,0,0,0
1376810,Body,36,50,-2,0,-3,2,2,0,1,0
1376811,Body,36,50,-2,0,-3,2,2,0,1,0
1376812,Body,64,78,-2,0,-4,2,2,2,0,1
1376813,Body,64,78,-2,0,-4,2,2,1,0,1
1376814,Body,32,46,-2,0,-3,2,2,2,1,1
1376815,Body,32,46,-2,0,-3,2,2,1,1,1
1376816,Body,72,86,-1,-2,-3,2,3,0,0,0
1376817,Body,36,50,-1,-2,-3,2,5,0,1,0
1376818,Body,76,90,-1,-2,-3,2,3,0,0,0
1376819,Body,38,52,-1,-2,-3,2,5,0,1,0
1376820,Body,68,82,-1,-2,-3,2,3,2,0,0
1376821,Body,34,48,-1,-2,-3,2,5,2,1,0
1376822,Body,56,70,-5,0,-3,1,2,0,0,0
1376823,Body,28,42,-4,0,-3,1,2,0,1,0
1376824,Body,60,74,-5,0,-3,1,2,2,0,0
1376825,Body,30,44,-4,0,-3,1,2,2,1,0
1376826,Body,66,80,4,1,-3,-4,-1,0,0,0
1376827,Body,33,47,4,1,-3,-3,-1,0,1,0
1376828,Body,70,84,4,1,-3,-4,-1,0,0,0
1376829,Body,35,49,4,1,-3,-3,-1,0,1,0
1376830,Body,66,80,2,-4,4,-6,0,0,0,0
1376831,Body,33,47,2,-4,4,-5,0,0,1,0
1376832,Body,70,84,2,-4,4,-6,0,2,0,0
1376833,Body,35,49,2,-4,4,-5,0,2,1,0
1376834,Body,62,76,2,-4,4,-6,0,2,0,0
1376835,Body,31,45,2,-4,4,-5,0,2,1,0
1376836,Body,64,78,2,-6,4,-4,0,0,0,0
1376837,Body,32,46,2,-5,4,-4,0,0,1,0
1376838,Body,68,82,2,-6,4,-4,0,2,0,0
1376839,Body,34,48,2,-5,4,-4,0,2,1,0
1376840,Body,70,84,2,3,2,1,-6,0,0,1
1376841,Body,35,49,2,3,2,1,-5,0,1,1
1376842,Body,70,84,-2,-5,-2,-2,-2,0,0,0
1376843,Body,35,49,-2,-4,-2,-2,-2,0,1,1
1376844,Body,66,80,-2,-5,-2,-2,-2,2,0,2
1376845,Body,33,47,-2,-4,-2,-2,-2,2,1,2
1376846,Body,74,88,4,-3,-5,0,2,0,0,0
1376847,Body,37,51,4,-3,-4,0,2,0,1,0
1376848,Body,70,84,4,-3,-5,0,2,2,0,0
1376849,Body,35,49,4,-3,-4,0,2,2,1,0
1376850,Body,80,94,-4,-3,-2,0,4,0,0,0
1376851,Body,40,54,-4,-3,-2,0,4,0,1,0
1376852,Body,70,84,-3,0,-5,4,0,2,0,0
1376853,Body,35,49,-3,0,-5,5,0,2,1,0
1376854,Body,66,80,-3,0,-5,4,0,2,0,0
1376855,Body,33,47,-3,0,-5,5,0,2,1,0
1376856,Body,70,84,-1,-1,-2,-1,-1,2,0,1
1376857,Body,35,49,-1,-1,-1,-1,-1,2,1,1
1376858,Body,70,84,0,1,-4,2,1,2,0,1
1376859,Body,35,49,0,1,-3,2,1,2,1,1
1376860,Body,76,90,0,0,-4,0,0,0,0,0
1376861,Body,38,52,0,0,-4,0,0,0,1,0
1376862,Body,72,86,0,0,-4,0,0,2,0,0
1376863,Body,36,50,0,0,-4,0,0,2,1,0
1376871,Body,44,60,1,1,3,1,1,2,0,0
1376872,Body,22,38,2,2,3,2,2,2,1,0
1376873,Body,26,46,-2,1,0,2,-1,2,0,0
1376874,Body,13,33,-2,1,0,3,-1,2,1,0
1376875,Body,22,42,-4,-2,0,3,4,2,0,0
1376876,Body,11,31,-4,-2,0,3,5,2,1,0
1376877,Body,30,50,0,-4,0,4,0,2,0,0
1376878,Body,15,35,0,-4,0,5,0,2,1,0
1376879,Body,30,50,4,-1,-3,0,0,2,0,0
1376880,Body,15,35,4,-1,-3,1,1,2,1,0
1376881,Body,52,72,3,-2,0,-3,0,2,0,0
1376882,Body,26,46,4,-2,1,-3,1,2,1,0
1376883,Body,44,64,-2,-3,0,1,0,2,0,0
1376884,Body,22,42,-2,-3,1,1,1,2,1,0
1376885,Body,70,90,4,1,-2,-4,1,2,0,0
1376886,Body,35,55,5,1,-2,-4,1,2,1,0
1376887,Body,66,86,2,2,0,-4,-2,2,0,0
1376888,Body,33,53,3,3,0,-4,-2,2,1,0
1376889,Body,68,88,5,-2,-3,0,0,2,0,0
1376890,Body,34,54,5,-2,-3,1,1,2,1,0
1376891,Body,68,88,0,4,1,0,-3,2,0,0
1376892,Body,34,54,0,5,1,0,-3,2,1,0
1376893,Body,70,90,2,-4,-2,1,1,2,0,0
1376894,Body,35,55,3,-4,-2,1,1,2,1,0
1376895,Body,70,90,4,1,0,-3,-2,2,0,0
1376896,Body,35,55,4,1,0,-3,-2,2,1,0
1376902,Body,44,60,0,0,0,0,3,2,0,0
1376903,Body,22,38,0,0,0,0,4,2,1,0
1376904,Body,44,60,0,0,0,3,0,2,0,0
1376905,Body,22,38,0,0,0,4,0,2,1,0
1376906,Body,44,60,3,0,0,0,0,2,0,0
1376907,Body,22,38,4,0,0,0,0,2,1,0
1376908,Body,44,60,0,3,0,0,0,2,0,0
1376909,Body,22,38,0,4,0,0,0,2,1,0
1376910,Body,50,66,2,2,2,2,2,0,0,0
1376911,Body,25,41,3,3,3,3,3,0,1,0
1376912,Body,50,66,2,2,2,2,2,2,0,0
1376913,Body,25,41,3,3,3,3,3,2,1,0
1376914,Body,70,84,4,4,4,4,4,2,0,0
1376915,Body,35,49,5,5,5,5,5,2,1,0
1376916,Body,66,80,4,4,4,4,4,2,0,0
1376917,Body,33,47,5,5,5,5,5,2,1,0
1376918,Body,68,82,1,1,1,1,1,2,0,1
1376919,Body,34,48,2,2,2,2,2,2,1,1
1376920,Body,52,66,0,0,0,0,0,2,0,0
1376921,Body,26,40,0,0,0,0,0,2,1,0
1376922,Body,56,70,-4,-4,-4,-4,-4,2,0,0
1376923,Body,28,42,-3,-3,-3,-3,-3,2,1,0
1376924,Body,54,68,0,4,1,-1,-2,2,0,1
1376925,Body,27,41,0,5,1,-1,-2,2,1,1
1376926,Body,24,44,1,1,1,1,1,2,0,0
1376927,Body,12,32,2,2,2,2,2,2,1,0
1376928,Body,56,70,1,1,1,1,1,0,0,2
1376929,Body,28,42,2,2,2,2,2,0,1,2
1376930,Body,64,78,0,0,0,0,0,2,0,0
1376931,Body,32,46,0,0,0,0,0,2,1,0
1376932,Body,52,66,1,1,1,1,1,2,0,0
1376933,Body,26,40,2,2,2,2,2,2,1,0
1376938,Body,64,78,2,2,2,2,2,2,0,1
1376939,Body,32,46,3,3,3,3,3,2,1,1
1376940,Body,64,78,4,4,-4,4,4,2,0,0
1376941,Body,32,46,5,5,-3,5,5,2,1,0
1376942,Body,48,62,4,4,-4,4,4,1,0,0
1376943,Body,24,38,5,5,-3,5,5,1,1,0
1376944,Body,66,80,2,2,2,2,2,2,0,0
1376945,Body,33,47,3,3,3,3,3,2,1,0
1376946,Body,66,80,2,2,2,2,2,1,0,0
1376947,Body,33,47,3,3,3,3,3,1,1,0
1376948,Body,50,66,2,2,2,2,2,2,0,0
1376949,Body,25,41,3,3,3,3,3,2,1,0
1376950,Body,14,34,-3,0,0,1,2,0,0,0
1376951,Body,7,27,-3,0,0,2,3,0,1,0
1376952,Body,26,46,-3,-1,2,1,3,1,0,0
1376953,Body,13,33,-3,-1,2,1,4,1,1,0
1376954,Body,22,42,1,1,1,1,1,1,0,0
1376955,Body,11,31,1,1,1,1,1,1,1,0
1376956,Body,12,28,0,1,0,1,0,0,1,0
1376957,Body,12,28,0,1,0,0,1,0,1,1
1376958,Body,36,52,-3,0,0,1,2,0,0,0
1376959,Body,18,34,-3,0,0,2,3,0,1,0
1376960,Body,66,80,-3,-1,2,1,3,1,0,0
1376961,Body,33,47,-3,-1,2,1,4,1,1,0
1376962,Body,50,64,0,0,0,0,0,1,0,1
1376963,Body,25,39,0,0,0,0,0,1,1,1
1376964,Body,50,64,0,0,0,0,0,1,0,1
1376965,Body,25,39,0,0,0,0,0,1,1,1
1376966,Body,56,70,1,1,1,1,1,1,0,0
1376967,Body,28,42,1,1,1,1,1,1,1,0
1376968,Body,64,78,1,1,1,1,1,2,0,0
1376969,Body,32,46,2,2,2,2,2,2,1,0
1376970,Body,24,44,1,1,1,1,1,1,0,1
1376971,Body,12,32,2,2,2,2,2,1,1,1
1376972,Body,64,78,1,1,1,1,1,1,0,1
1376973,Body,32,46,2,2,2,2,2,1,1,1
1376974,Body,60,74,2,2,2,2,2,2,0,1
1376975,Body,30,44,2,3,2,2,2,2,1,1
1376976,Body,62,76,3,0,3,0,0,2,0,1
1376977,Body,31,45,3,0,4,0,0,2,1,1
1376978,Body,64,78,4,4,-4,4,4,1,0,0
1376979,Body,32,46,5,5,-3,5,5,1,1,0
1376980,Body,48,62,4,4,-4,4,4,2,0,0
1376981,Body,24,38,5,5,-3,5,5,2,1,0
1441793,Arms,1,25,0,0,0,0,0,0,2,1
1441794,Arms,2,26,0,1,0,0,0,0,2,1
1441795,Arms,2,26,0,0,0,1,0,2,2,1
1441796,Arms,2,26,1,0,0,0,0,2,0,0
1441797,Arms,1,25,2,0,0,0,0,2,1,0
1441798,Arms,2,26,-1,0,0,0,2,2,2,2
1441799,Arms,2,26,0,1,0,0,0,0,2,1
1441801,Arms,6,30,0,0,0,0,0,0,0,1
1441802,Arms,3,27,0,0,0,0,0,0,1,1
1441803,Arms,6,30,0,0,0,0,-1,0,0,2
1441804,Arms,3,27,0,0,0,0,-1,0,1,2
1441809,Arms,6,30,0,0,0,1,0,2,0,1
1441810,Arms,3,27,0,0,0,1,0,2,1,1
1441811,Arms,6,30,0,1,0,0,0,2,0,0
1441812,Arms,3,27,0,1,0,0,0,2,1,0
1441813,Arms,6,30,0,0,0,0,1,2,0,0
1441814,Arms,3,27,0,0,0,0,1,2,1,0
1441815,Arms,6,30,-2,0,0,0,0,0,0,1
1441816,Arms,3,27,-2,0,0,0,0,0,1,1
1441817,Arms,8,32,-2,0,0,0,0,2,0,2
1441818,Arms,4,28,-2,1,1,1,1,2,1,2
1441819,Arms,8,32,0,0,0,0,-2,0,0,1
1441820,Arms,4,28,0,1,0,1,-2,0,1,1
1441821,Arms,8,32,0,-1,0,0,2,2,0,1
1441822,Arms,4,28,0,-1,0,0,3,2,1,1
1441823,Arms,10,34,0,1,0,0,-2,0,0,1
1441824,Arms,5,29,1,2,0,0,-2,0,1,1
1441825,Arms,10,34,-2,1,2,1,1,0,0,1
1441826,Arms,5,29,-2,2,3,2,2,0,1,1
1441827,Arms,10,34,-1,-1,4,-1,-1,2,0,2
1441828,Arms,5,29,-1,-1,6,-1,-1,2,1,2
1441829,Arms,10,34,-2,0,2,0,0,0,0,1
1441830,Arms,5,29,-2,1,3,1,1,0,1,1
1441831,Arms,12,36,0,1,1,1,1,0,0,0
1441832,Arms,6,30,0,2,2,2,2,0,1,0
1441833,Arms,5,29,0,0,0,0,0,2,2,1
1441834,Arms,12,36,2,0,0,0,-2,0,0,2
1441835,Arms,6,30,3,0,0,0,-2,0,1,2
1441836,Arms,12,36,0,-2,0,2,1,2,0,1
1441837,Arms,6,30,0,-2,0,3,1,2,1,1
1441839,Arms,14,38,-2,-2,0,0,0,0,0,0
1441840,Arms,7,31,-2,-2,0,0,0,0,1,0
1441841,Arms,14,38,2,0,0,0,-3,0,0,1
1441842,Arms,7,31,2,0,0,0,-3,0,1,1
1441843,Arms,8,28,0,0,0,0,0,0,2,0
1441844,Arms,12,32,-1,-1,0,0,-1,0,0,0
1441845,Arms,6,26,-1,-1,0,0,-1,0,1,0
1441846,Arms,12,32,1,-1,0,-1,0,0,0,1
1441847,Arms,6,26,2,-1,0,-1,0,0,1,1
1441848,Arms,14,34,-1,1,0,-1,0,0,0,0
1441849,Arms,7,27,-1,2,0,-1,0,0,1,0
1441850,Arms,14,34,0,2,0,-1,-1,0,0,0
1441851,Arms,7,27,0,3,0,-1,-1,0,1,0
1441854,Arms,12,32,0,1,0,1,0,2,0,0
1441855,Arms,6,26,0,1,0,1,0,2,1,0
1441856,Arms,14,34,1,-2,0,2,0,2,0,0
1441857,Arms,7,27,1,-2,0,3,0,2,1,0
1441860,Arms,18,38,2,2,3,-2,-2,0,0,0
1441861,Arms,9,29,3,2,4,-2,-2,0,1,0
1441862,Arms,18,38,2,2,3,-2,-2,0,0,0
1441863,Arms,9,29,3,2,4,-2,-2,0,1,0
1441864,Arms,16,36,2,1,0,1,-1,2,0,1
1441865,Arms,8,28,3,1,0,1,-1,2,1,1
1441868,Arms,14,34,-3,0,0,1,2,0,0,1
1441869,Arms,7,27,-3,0,0,2,3,0,1,1
1441870,Arms,14,34,-1,-1,0,3,0,2,0,1
1441871,Arms,7,27,-1,-1,0,4,0,2,1,1
1441872,Arms,18,38,3,-1,3,-1,-1,2,0,0
1441873,Arms,9,29,4,-1,3,-1,-1,2,1,0
1441874,Arms,18,38,3,-1,3,-1,-1,1,0,0
1441875,Arms,9,29,4,-1,3,-1,-1,1,1,0
1441882,Arms,14,34,-1,2,0,0,3,2,0,0
1441883,Arms,7,27,-1,3,0,0,4,2,1,0
1441885,Arms,10,30,1,1,1,2,1,2,0,0
1441886,Arms,5,25,1,1,1,3,1,2,1,0
1441887,Arms,10,30,1,2,1,1,1,2,0,0
1441888,Arms,5,25,1,3,1,1,1,2,1,0
1441889,Arms,10,30,2,1,1,1,1,0,0,0
1441890,Arms,5,25,3,1,1,1,1,0,1,0
1441891,Arms,10,30,1,1,2,1,1,0,0,0
1441892,Arms,5,25,1,1,3,1,1,0,1,0
1441893,Arms,14,34,2,-1,0,-1,0,0,0,0
1441894,Arms,7,27,3,-1,0,-1,0,0,1,0
1441895,Arms,16,36,4,0,0,-1,-3,0,0,0
1441896,Arms,8,28,5,0,0,-1,-3,0,1,0
1441897,Arms,14,34,-3,0,0,1,4,0,0,1
1441898,Arms,7,27,-3,0,0,1,5,0,1,1
1441899,Arms,16,36,-3,4,0,1,-1,0,0,0
1441900,Arms,8,28,-3,5,0,1,-1,0,1,0
1441901,Arms,18,38,2,-1,1,-3,0,0,0,0
1441902,Arms,9,29,3,-1,1,-3,0,0,1,0
1441903,Arms,20,40,-1,-3,1,3,0,0,0,2
1441904,Arms,10,30,-1,-3,1,4,0,0,1,2
1441905,Arms,18,38,2,0,1,-3,-1,0,0,1
1441906,Arms,9,29,3,0,1,-3,-1,0,1,1
1441907,Arms,18,38,-3,-1,0,4,0,0,0,0
1441908,Arms,9,29,-3,-1,0,5,0,0,1,0
1441909,Arms,18,38,-2,1,0,-2,1,2,0,1
1441910,Arms,9,29,-1,1,0,-2,1,2,1,1
1441911,Arms,18,38,-4,4,1,1,2,0,0,2
1441912,Arms,9,29,-4,5,1,1,2,0,1,2
1441913,Arms,20,40,3,-2,-3,0,0,0,0,0
1441914,Arms,10,30,4,-2,-3,0,0,0,1,0
1441915,Arms,20,40,2,-1,1,0,-3,0,0,1
1441916,Arms,10,30,3,-1,1,0,-3,0,1,1
1441917,Arms,18,38,-4,0,0,1,4,0,0,1
1441918,Arms,9,29,-4,0,0,1,5,0,1,1
1441919,Arms,20,40,1,-1,0,2,-1,0,0,1
1441920,Arms,10,30,2,-1,0,2,-1,0,1,1
1441921,Arms,20,40,1,0,1,-1,-3,0,0,0
1441922,Arms,10,30,1,1,1,-1,-3,0,1,0
1441923,Arms,18,38,-2,-3,1,1,1,0,0,2
1441924,Arms,9,29,-2,-2,1,1,1,0,1,2
1441925,Arms,18,38,0,0,0,0,0,2,0,0
1441926,Arms,9,29,0,0,0,0,0,2,1,0
1441927,Arms,20,40,0,-2,0,3,-1,2,0,1
1441928,Arms,10,30,0,-2,0,4,-1,2,1,1
1441931,Arms,20,40,-2,3,2,0,-2,0,0,1
1441932,Arms,10,30,-2,3,3,0,-2,0,1,1
1441933,Arms,20,40,-2,3,2,0,-2,0,0,1
1441934,Arms,10,30,-2,3,3,0,-2,0,1,1
1441935,Arms,24,44,1,-2,3,-2,2,0,0,1
1441936,Arms,12,32,3,-2,3,-2,2,0,1,1
1441937,Arms,22,42,2,2,0,-1,0,0,0,0
1441938,Arms,11,31,3,2,0,-1,0,0,1,0
1441940,Arms,26,46,3,0,-2,-4,-1,0,0,2
1441941,Arms,13,33,4,0,-2,-4,-1,0,1,2
1441942,Arms,24,44,4,-2,-4,0,0,0,0,0
1441943,Arms,12,32,5,-2,-4,0,0,0,1,0
1441944,Arms,24,44,-3,4,-2,2,-1,0,0,0
1441945,Arms,12,32,-3,5,-2,2,-1,0,1,0
1441946,Arms,22,42,0,4,1,-1,-4,0,0,1
1441947,Arms,11,31,0,5,1,-1,-4,0,1,1
1441948,Arms,20,40,0,-3,-1,2,1,2,0,1
1441949,Arms,10,30,0,-2,-1,2,1,2,1,1
1441950,Arms,24,44,0,3,2,-2,-3,2,0,1
1441951,Arms,12,32,0,4,2,-2,-3,2,1,1
