_id,parent_id,wtype,creation_cost,upgrade_cost,attack,max_attack,element,element_attack,element_2,element_2_attack,awaken,awaken_attack,defense,sharpness,affinity,horn_notes,shelling_type,phial,charges,coatings,recoil,reload_speed,rapid_fire,deviation,ammo,special_ammo,num_slots,tree_depth,final
525058,525057,Long Sword,0,5000,130,0,,0,,0,,0,20,3.3.17.2.0.0 3.3.17.4.0.0 3.3.17.7.0.0,0,,,,,,,,,,,,0,0,0
525059,525058,Long Sword,0,30000,150,0,,0,,0,,0,30,5.3.13.4.0.0 5.3.13.6.0.0 5.3.13.9.0.0,0,,,,,,,,,,,,0,0,0
525060,525059,Long Sword,0,32500,180,0,,0,,0,,0,35,3.6.16.5.0.0 3.6.16.7.0.0 3.6.16.8.2.0,0,,,,,,,,,,,,0,0,0
525061,525060,Long Sword,0,35000,240,0,,0,,0,,0,40,2.5.17.6.0.0 2.5.17.6.2.0 2.5.17.6.5.0,0,,,,,,,,,,,,0,0,1
525313,524548,Long Sword,3000,2000,90,0,,0,,0,,0,0,4.6.8.7.0.0 4.6.8.9.0.0 4.6.8.12.0.0,0,,,,,,,,,,,,2,0,0
525314,525313,Long Sword,0,4000,110,0,,0,,0,,0,0,4.4.9.8.0.0 4.4.9.10.0.0 4.4.9.13.0.0,5,,,,,,,,,,,,2,0,0
525315,525314,Long Sword,0,24000,140,0,,0,,0,,0,0,2.4.10.9.0.0 2.4.10.11.0.0 2.4.10.13.1.0,10,,,,,,,,,,,,2,0,0
525316,525315,Long Sword,0,26000,160,0,,0,,0,,0,0,5.7.8.10.0.0 5.7.8.10.2.0 5.7.8.10.5.0,10,,,,,,,,,,,,3,0,0
525317,525316,Long Sword,0,28000,210,0,,0,,0,,0,0,5.3.15.12.0.0 5.3.15.12.2.0 5.3.15.12.3.2,10,,,,,,,,,,,,3,0,1
525569,525315,Long Sword,0,120000,170,0,Water,26,,0,,0,0,2.4.10.13.1.0 2.4.10.13.3.0 2.4.10.13.6.0,0,,,,,,,,,,,,2,0,0
525570,525569,Long Sword,0,132000,180,0,Water,28,,0,,0,0,5.4.12.12.2.0 5.4.12.12.4.0 5.4.12.12.6.1,0,,,,,,,,,,,,2,0,0
525571,525570,Long Sword,0,144000,190,0,Water,30,,0,,0,0,6.4.12.10.3.0 6.4.12.10.4.1 6.4.12.10.4.4,0,,,,,,,,,,,,2,0,1
525825,525314,Long Sword,0,100000,150,0,Thunder,8,,0,,0,0,7.3.4.6.0.0 7.3.4.8.0.0 7.3.4.11.0.0,0,,,,,,,,,,,,1,0,0
525826,525825,Long Sword,0,110000,180,0,Thunder,10,,0,,0,0,4.6.8.7.0.0 4.6.8.9.0.0 4.6.8.12.0.0,0,,,,,,,,,,,,1,0,0
525827,525826,Long Sword,0,120000,200,0,Thunder,12,,0,,0,0,5.4.12.9.0.0 5.4.12.11.0.0 5.4.12.12.2.0,0,,,,,,,,,,,,1,0,0
525828,525827,Long Sword,0,130000,230,0,Thunder,14,,0,,0,0,5.7.8.10.0.0 5.7.8.10.2.0 5.7.8.10.5.0,0,,,,,,,,,,,,1,0,1
526081,524546,Long Sword,0,1400,110,0,Ice,20,,0,,0,0,7.6.4.3.0.0 7.6.4.5.0.0 7.6.4.8.0.0,-10,,,,,,,,,,,,0,0,0
526082,526081,Long Sword,0,2800,120,0,Ice,22,,0,,0,0,7.4.5.4.0.0 7.4.5.6.0.0 7.4.5.9.0.0,-10,,,,,,,,,,,,0,0,0
526083,526082,Long Sword,0,4200,130,0,Ice,24,,0,,0,0,7.5.7.6.0.0 7.5.7.8.0.0 7.5.7.10.1.0,-10,,,,,,,,,,,,0,0,0
526084,526083,Long Sword,0,18200,150,0,Ice,26,,0,,0,0,6.3.10.10.1.0 6.3.10.10.3.0 6.3.10.10.6.0,-10,,,,,,,,,,,,0,0,0
526085,526084,Long Sword,0,19600,170,0,Ice,28,,0,,0,0,3.2.17.12.1.0 3.2.17.12.3.0 3.2.17.12.6.0,-10,,,,,,,,,,,,0,0,0
526086,526085,Long Sword,0,21000,220,0,Ice,32,,0,,0,0,5.4.12.12.2.0 5.4.12.12.4.0 5.4.12.12.6.1,-10,,,,,,,,,,,,0,0,1
526337,526083,Long Sword,0,5000,130,0,,0,,0,,0,8,6.3.10.6.0.0 6.3.10.8.0.0 6.3.10.10.1.0,10,,,,,,,,,,,,1,0,0
526338,526337,Long Sword,0,55000,150,0,,0,,0,,0,8,8.4.11.7.0.0 8.4.11.9.0.0 8.4.11.10.2.0,10,,,,,,,,,,,,1,0,0
526339,526338,Long Sword,0,60000,160,0,,0,,0,,0,8,15.2.8.9.1.0 15.2.8.9.3.0 15.2.8.9.4.2,15,,,,,,,,,,,,1,0,0
526340,526339,Long Sword,0,65000,190,0,,0,,0,,0,8,16.5.3.9.2.0 16.5.3.9.4.0 16.5.3.9.4.3,15,,,,,,,,,,,,1,0,1
526593,0,Long Sword,1500,0,70,0,,0,,0,,0,0,5.4.6.0.0.0 5.4.8.0.0.0 5.4.11.0.0.0,0,,,,,,,,,,,,0,0,0
526594,526593,Long Sword,0,2000,80,0,,0,,0,,0,0,4.6.8.2.0.0 4.6.8.4.0.0 4.6.8.7.0.0,0,,,,,,,,,,,,0,0,0
526595,526594,Long Sword,0,3000,100,0,,0,,0,,0,0,4.4.9.3.0.0 4.4.9.5.0.0 4.4.9.8.0.0,0,,,,,,,,,,,,0,0,0
526596,526595,Long Sword,0,4000,110,0,,0,,0,,0,0,2.4.10.4.0.0 2.4.10.6.0.0 2.4.10.9.0.0,0,,,,,,,,,,,,0,0,0
526597,526596,Long Sword,0,5000,120,0,,0,,0,,0,0,6.4.9.6.0.0 6.4.9.8.0.0 6.4.9.11.0.0,0,,,,,,,,,,,,0,0,0
526598,526597,Long Sword,0,15000,150,0,,0,,0,,0,0,9.2.9.10.0.0 9.2.9.12.0.0 9.2.9.13.2.0,0,,,,,,,,,,,,0,0,0
526599,526598,Long Sword,0,16000,180,0,,0,,0,,0,0,6.4.5.15.0.0 6.4.5.16.1.0 6.4.5.16.4.0,0,,,,,,,,,,,,0,0,0
526600,526599,Long Sword,0,17000,230,0,,0,,0,,0,0,8.2.3.17.0.0 8.2.3.17.2.0 8.2.3.17.5.0,0,,,,,,,,,,,,0,0,1
526849,526596,Long Sword,0,2800,100,0,,0,,0,,0,0,5.7.8.10.0.0 5.7.8.10.2.0 5.7.8.10.5.0,40,,,,,,,,,,,,0,0,0
526850,526849,Long Sword,0,5600,120,0,,0,,0,,0,0,8.4.11.10.2.0 8.4.11.10.4.0 8.4.11.10.6.1,40,,,,,,,,,,,,1,0,0
526851,526850,Long Sword,0,33600,140,0,,0,,0,,0,0,5.3.13.10.4.0 5.3.13.10.6.0 5.3.13.10.8.1,40,,,,,,,,,,,,2,0,0
526852,526851,Long Sword,0,36400,160,0,,0,,0,,0,0,10.7.3.12.7.1 10.7.3.12.7.1 10.7.3.12.7.1,40,,,,,,,,,,,,2,0,0
526853,526852,Long Sword,0,39200,180,0,,0,,0,,0,0,7.4.12.9.6.2 7.4.12.9.6.2 7.4.12.9.6.2,40,,,,,,,,,,,,2,0,1
527105,526595,Long Sword,2250,1500,80,0,Thunder,25,,0,,0,0,5.7.8.5.0.0 5.7.8.7.0.0 5.7.8.10.0.0,0,,,,,,,,,,,,0,0,0
527106,527105,Long Sword,0,3000,90,0,Thunder,30,,0,,0,0,4.6.8.7.0.0 4.6.8.9.0.0 4.6.8.12.0.0,0,,,,,,,,,,,,0,0,0
527107,527106,Long Sword,0,4500,120,0,Thunder,35,,0,,0,0,2.4.10.9.0.0 2.4.10.11.0.0 2.4.10.13.1.0,0,,,,,,,,,,,,1,0,0
527108,527107,Long Sword,0,19500,130,0,Thunder,40,,0,,0,0,9.2.9.10.0.0 9.2.9.12.0.0 9.2.9.13.2.0,0,,,,,,,,,,,,1,0,0
527109,527108,Long Sword,0,21000,150,0,Thunder,45,,0,,0,0,6.3.9.12.0.0 6.3.9.14.0.0 6.3.9.14.3.0,0,,,,,,,,,,,,2,0,0
527110,527109,Long Sword,0,22500,190,0,Thunder,50,,0,,0,0,7.4.5.14.0.0 7.4.5.15.1.0 7.4.5.15.4.0,0,,,,,,,,,,,,2,0,1
527361,527109,Long Sword,0,120000,170,0,Thunder,18,,0,,0,0,10.7.8.4.1.0 10.7.8.4.3.0 10.7.8.4.5.1,0,,,,,,,,,,,,1,0,0
527362,527361,Long Sword,0,132000,180,0,Thunder,20,,0,,0,0,18.2.6.7.2.0 18.2.6.7.4.0 18.2.6.7.5.2,0,,,,,,,,,,,,1,0,0
527363,527362,Long Sword,0,144000,200,0,Thunder,23,,0,,0,0,8.10.6.7.4.0 8.10.6.7.5.1 8.10.6.7.5.4,0,,,,,,,,,,,,1,0,1
527617,527106,Long Sword,0,2600,120,0,Thunder,10,,0,,0,0,7.6.4.8.0.0 7.6.4.10.0.0 7.6.4.13.0.0,10,,,,,,,,,,,,0,0,0
527618,527617,Long Sword,0,5200,130,0,Thunder,11,,0,,0,0,9.2.9.10.0.0 9.2.9.12.0.0 9.2.9.13.2.0,10,,,,,,,,,,,,0,0,0
527619,527618,Long Sword,0,31200,150,0,Thunder,12,,0,,0,0,3.2.17.12.1.0 3.2.17.12.3.0 3.2.17.12.6.0,10,,,,,,,,,,,,0,0,0
527620,527619,Long Sword,0,33800,160,0,Thunder,13,,0,,0,0,8.4.11.10.6.1 8.4.11.10.6.1 8.4.11.10.6.1,10,,,,,,,,,,,,0,0,0
527621,527620,Long Sword,0,36400,180,0,Thunder,14,,0,,0,0,7.4.12.9.6.2 7.4.12.9.6.2 7.4.12.9.6.2,10,,,,,,,,,,,,0,0,1
527873,527107,Long Sword,0,5000,120,0,Blastblight,28,,0,,0,0,8.10.6.6.0.0 8.10.6.7.1.0 8.10.6.7.4.0,0,,,,,,,,,,,,0,0,0
527874,527873,Long Sword,0,55000,130,0,Blastblight,30,,0,,0,0,7.3.10.9.1.0 7.3.10.9.3.0 7.3.10.9.6.0,0,,,,,,,,,,,,0,0,0
527875,527874,Long Sword,0,60000,140,0,Blastblight,32,,0,,0,0,3.6.16.8.2.0 3.6.16.8.4.0 3.6.16.8.7.0,0,,,,,,,,,,,,0,0,0
527876,527875,Long Sword,0,65000,150,0,Blastblight,35,,0,,0,0,9.10.3.9.3.1 9.10.3.9.3.3 9.10.3.9.3.6,0,,,,,,,,,,,,0,0,0
527877,527876,Long Sword,0,70000,160,0,Blastblight,39,,0,,0,0,13.5.3.9.3.2 13.5.3.9.3.4 13.5.3.9.3.7,0,,,,,,,,,,,,0,0,1
528129,526595,Long Sword,0,1500,90,0,Ice,15,,0,,0,0,8.7.4.6.0.0 8.7.4.8.0.0 8.7.4.11.0.0,0,,,,,,,,,,,,0,0,0
528130,528129,Long Sword,0,3000,130,0,Ice,18,,0,,0,0,7.6.4.8.0.0 7.6.4.10.0.0 7.6.4.13.0.0,0,,,,,,,,,,,,0,0,0
528131,528130,Long Sword,0,18000,140,0,Ice,22,,0,,0,0,6.4.5.10.0.0 6.4.5.12.0.0 6.4.5.15.0.0,0,,,,,,,,,,,,0,0,0
528132,528131,Long Sword,0,19500,160,0,Ice,28,,0,,0,0,6.3.10.10.1.0 6.3.10.10.3.0 6.3.10.10.6.0,0,,,,,,,,,,,,0,0,0
528133,528132,Long Sword,0,21000,210,0,Ice,32,,0,,0,0,8.7.4.14.2.0 8.7.4.14.4.0 8.7.4.14.5.2,0,,,,,,,,,,,,0,0,1
528385,528131,Long Sword,0,120000,140,0,Ice,38,,0,,0,0,6.6.4.8.1.0 6.6.4.8.3.0 6.6.4.8.6.0,10,,,,,,,,,,,,3,0,0
528386,528385,Long Sword,0,132000,150,0,Ice,40,,0,,0,0,7.5.7.10.1.0 7.5.7.10.3.0 7.5.7.10.5.1,10,,,,,,,,,,,,3,0,0
528387,528386,Long Sword,0,144000,170,0,Ice,44,,0,,0,0,7.7.11.8.2.0 7.7.11.8.4.0 7.7.11.8.4.3,15,,,,,,,,,,,,3,0,1
528641,526594,Long Sword,0,1700,120,0,,0,,0,,0,0,8.7.4.1.0.0 8.7.4.3.0.0 8.7.4.6.0.0,-10,,,,,,,,,,,,0,0,0
528642,528641,Long Sword,0,3400,130,0,,0,,0,,0,0,12.2.4.2.0.0 12.2.4.4.0.0 12.2.4.7.0.0,-10,,,,,,,,,,,,0,0,0
528643,528642,Long Sword,0,5100,160,0,,0,,0,,0,0,10.7.3.5.0.0 10.7.3.7.0.0 10.7.3.10.0.0,-10,,,,,,,,,,,,0,0,0
528644,528643,Long Sword,0,22100,170,0,,0,,0,,0,0,8.7.4.6.0.0 8.7.4.8.0.0 8.7.4.11.0.0,-10,,,,,,,,,,,,0,0,0
528645,528644,Long Sword,0,23800,200,0,,0,,0,,0,0,7.6.4.8.0.0 7.6.4.10.0.0 7.6.4.13.0.0,-10,,,,,,,,,,,,0,0,0
528646,528645,Long Sword,0,25500,240,0,,0,,0,,0,0,10.7.3.10.0.0 10.7.3.12.0.0 10.7.3.12.3.0,-10,,,,,,,,,,,,0,0,1
528897,528644,Long Sword,0,120000,200,0,,0,,0,,0,0,7.6.18.3.1.0 7.6.18.3.3.0 7.6.18.3.4.2,-20,,,,,,,,,,,,0,0,0
528898,528897,Long Sword,0,132000,220,0,,0,,0,,0,0,9.8.12.4.2.0 9.8.12.4.4.0 9.8.12.4.5.2,-20,,,,,,,,,,,,0,0,0
528899,528898,Long Sword,0,144000,240,0,,0,,0,,0,0,18.2.6.7.2.0 18.2.6.7.4.0 18.2.6.7.5.2,-20,,,,,,,,,,,,0,0,1
529153,526594,Long Sword,1350,900,70,0,,0,,0,,0,0,7.3.4.1.0.0 7.3.4.3.0.0 7.3.4.6.0.0,0,,,,,,,,,,,,1,0,0
529154,529153,Long Sword,0,1800,80,0,,0,,0,,0,0,9.4.5.2.0.0 9.4.5.4.0.0 9.4.5.7.0.0,0,,,,,,,,,,,,1,0,0
529155,529154,Long Sword,0,2700,100,0,,0,,0,,0,0,7.4.5.4.0.0 7.4.5.6.0.0 7.4.5.9.0.0,0,,,,,,,,,,,,1,0,0
529156,529155,Long Sword,0,3600,140,0,,0,,0,,0,0,12.2.4.7.0.0 12.2.4.9.0.0 12.2.4.9.3.0,0,,,,,,,,,,,,1,0,0
529157,529156,Long Sword,0,12600,150,0,,0,,0,,0,0,5.7.8.10.0.0 5.7.8.10.2.0 5.7.8.10.5.0,0,,,,,,,,,,,,2,0,0
529158,529157,Long Sword,0,13500,190,0,,0,,0,,0,0,3.6.16.8.2.0 3.6.16.8.4.0 3.6.16.8.7.0,0,,,,,,,,,,,,2,0,0
529159,529158,Long Sword,0,14400,210,0,,0,,0,,0,0,9.7.8.8.3.0 9.7.8.8.5.0 9.7.8.8.6.2,0,,,,,,,,,,,,2,0,1
529409,529156,Long Sword,0,130000,180,0,Fire,10,,0,,0,0,10.7.8.4.1.0 10.7.8.4.3.0 10.7.8.4.5.1,-10,,,,,,,,,,,,1,0,0
529410,529409,Long Sword,0,143000,200,0,Fire,12,,0,,0,0,15.2.8.9.1.0 15.2.8.9.3.0 15.2.8.9.4.2,-10,,,,,,,,,,,,1,0,0
529411,529410,Long Sword,0,156000,230,0,Fire,15,,0,,0,0,11.5.6.12.1.0 11.5.6.12.2.1 11.5.6.12.2.4,-10,,,,,,,,,,,,1,0,1
529665,529155,Long Sword,6000,4000,140,0,,0,,0,,0,0,7.3.10.9.1.0 7.3.10.9.3.0 7.3.10.9.6.0,10,,,,,,,,,,,,1,0,0
529666,529665,Long Sword,0,44000,150,0,,0,,0,,0,0,6.3.10.9.2.0 6.3.10.9.4.0 6.3.10.9.7.0,10,,,,,,,,,,,,1,0,0
529667,529666,Long Sword,0,48000,160,0,,0,,0,,0,0,6.4.12.10.3.0 6.4.12.10.4.1 6.4.12.10.4.4,10,,,,,,,,,,,,1,0,0
529668,529667,Long Sword,0,52000,180,0,,0,,0,,0,0,9.10.3.9.3.1 9.10.3.9.3.3 9.10.3.9.3.6,10,,,,,,,,,,,,1,0,0
529669,529668,Long Sword,0,56000,190,0,,0,,0,,0,0,7.5.7.10.5.1 7.5.7.10.5.3 7.5.7.10.5.6,10,,,,,,,,,,,,1,0,1
529921,529667,Long Sword,0,140000,160,0,,0,,0,,0,0,17.6.4.9.3.1 17.6.4.9.3.1 17.6.4.9.3.1,20,,,,,,,,,,,,2,0,0
529922,529921,Long Sword,0,154000,170,0,,0,,0,,0,0,5.3.15.12.3.2 5.3.15.12.3.2 5.3.15.12.3.2,20,,,,,,,,,,,,2,0,0
529923,529922,Long Sword,0,168000,180,0,,0,,0,,0,0,6.3.15.10.3.3 6.3.15.10.3.3 6.3.15.10.3.3,20,,,,,,,,,,,,2,0,1
530177,0,Long Sword,1650,0,80,0,,0,,0,,0,0,8.4.3.0.0.0 8.4.5.0.0.0 8.4.8.0.0.0,0,,,,,,,,,,,,0,0,0
530178,530177,Long Sword,0,2200,100,0,,0,,0,,0,0,7.3.5.0.0.0 7.3.7.0.0.0 7.3.10.0.0.0,0,,,,,,,,,,,,0,0,0
530179,530178,Long Sword,0,3300,110,0,,0,,0,,0,0,10.2.8.0.0.0 10.2.10.0.0.0 10.2.13.0.0.0,0,,,,,,,,,,,,0,0,0
530180,530179,Long Sword,0,4400,130,0,,0,,0,,0,0,5.2.13.0.0.0 5.2.15.0.0.0 5.2.18.0.0.0,0,,,,,,,,,,,,0,0,0
530181,530180,Long Sword,0,5500,140,0,,0,,0,,0,0,5.3.15.2.0.0 5.3.15.4.0.0 5.3.15.7.0.0,0,,,,,,,,,,,,0,0,0
530182,530181,Long Sword,0,16500,160,0,,0,,0,,0,0,6.5.16.3.0.0 6.5.16.5.0.0 6.5.16.7.1.0,0,,,,,,,,,,,,1,0,0
530183,530182,Long Sword,0,17600,190,0,,0,,0,,0,0,7.6.18.3.1.0 7.6.18.3.3.0 7.6.18.3.4.2,0,,,,,,,,,,,,1,0,0
530184,530183,Long Sword,0,18700,220,0,,0,,0,,0,0,10.8.12.3.2.0 10.8.12.3.4.0 10.8.12.3.4.3,0,,,,,,,,,,,,1,0,1
530433,530182,Long Sword,0,140000,160,0,Fire,30,,0,,0,0,8.7.4.14.2.0 8.7.4.14.4.0 8.7.4.14.5.2,25,,,,,,,,,,,,0,0,0
530434,530433,Long Sword,0,154000,170,0,Fire,32,,0,,0,0,8.7.3.14.3.0 8.7.3.14.5.0 8.7.3.14.5.3,25,,,,,,,,,,,,0,0,0
530435,530434,Long Sword,0,168000,180,0,Fire,35,,0,,0,0,6.4.9.12.3.1 6.4.9.12.3.3 6.4.9.12.3.6,25,,,,,,,,,,,,0,0,1
530689,530181,Long Sword,0,2800,120,0,,0,,0,,0,10,4.6.8.7.0.0 4.6.8.9.0.0 4.6.8.12.0.0,10,,,,,,,,,,,,1,0,0
530690,530689,Long Sword,0,5600,150,0,,0,,0,,0,12,5.4.12.9.0.0 5.4.12.11.0.0 5.4.12.12.2.0,10,,,,,,,,,,,,1,0,0
530691,530690,Long Sword,0,33600,170,0,,0,,0,,0,12,3.2.17.12.1.0 3.2.17.12.3.0 3.2.17.12.6.0,10,,,,,,,,,,,,2,0,0
530692,530691,Long Sword,0,36400,200,0,,0,,0,,0,14,8.7.4.14.2.0 8.7.4.14.4.0 8.7.4.14.5.2,10,,,,,,,,,,,,2,0,1
530945,530181,Long Sword,12750,85000,150,0,,0,,0,,0,0,7.3.10.5.0.0 7.3.10.7.0.0 7.3.10.9.1.0,0,,,,,,,,,,,,2,0,0
530946,530945,Long Sword,0,93500,170,0,,0,,0,,0,0,5.3.10.7.0.0 5.3.10.9.0.0 5.3.10.9.3.0,0,,,,,,,,,,,,2,0,0
530947,530946,Long Sword,0,102000,190,0,,0,,0,,0,0,6.3.10.10.1.0 6.3.10.10.3.0 6.3.10.10.6.0,0,,,,,,,,,,,,2,0,0
530948,530947,Long Sword,0,110500,220,0,,0,,0,,0,0,11.5.6.12.1.0 11.5.6.12.2.1 11.5.6.12.2.4,0,,,,,,,,,,,,2,0,1
531201,530178,Long Sword,1650,1100,90,0,,0,,0,,0,0,6.5.4.0.0.0 6.5.6.0.0.0 6.5.9.0.0.0,0,,,,,,,,,,,,1,0,0
531202,531201,Long Sword,0,2200,100,0,,0,,0,,0,0,7.5.7.1.0.0 7.5.7.3.0.0 7.5.7.6.0.0,0,,,,,,,,,,,,2,0,0
531203,531202,Long Sword,0,3300,110,0,,0,,0,,0,0,4.6.8.2.0.0 4.6.8.4.0.0 4.6.8.7.0.0,0,,,,,,,,,,,,3,0,0
531204,531203,Long Sword,0,4400,120,0,,0,,0,,0,0,2.4.10.4.0.0 2.4.10.6.0.0 2.4.10.9.0.0,0,,,,,,,,,,,,3,0,0
531205,531204,Long Sword,0,15400,140,0,,0,,0,,0,0,6.4.9.6.0.0 6.4.9.8.0.0 6.4.9.11.0.0,0,,,,,,,,,,,,3,0,0
531206,531205,Long Sword,0,16500,170,0,,0,,0,,0,0,4.4.9.8.0.0 4.4.9.10.0.0 4.4.9.13.0.0,0,,,,,,,,,,,,3,0,0
531207,531206,Long Sword,0,17600,230,0,,0,,0,,0,0,6.3.9.12.0.0 6.3.9.14.0.0 6.3.9.14.3.0,0,,,,,,,,,,,,3,0,1
531457,531203,Long Sword,0,4000,120,0,Thunder,20,,0,,0,0,6.4.5.10.0.0 6.4.5.12.0.0 6.4.5.15.0.0,0,,,,,,,,,,,,1,0,0
531458,531457,Long Sword,0,8000,130,0,Thunder,28,,0,,0,0,6.3.9.12.0.0 6.3.9.14.0.0 6.3.9.14.3.0,0,,,,,,,,,,,,1,0,0
531459,531458,Long Sword,0,48000,160,0,Thunder,30,,0,,0,0,6.3.10.10.1.0 6.3.10.10.3.0 6.3.10.10.6.0,0,,,,,,,,,,,,1,0,0
531460,531459,Long Sword,0,52000,200,0,Thunder,34,,0,,0,0,6.4.12.10.3.0 6.4.12.10.4.1 6.4.12.10.4.4,0,,,,,,,,,,,,1,0,1
531713,531203,Long Sword,0,4000,140,0,,0,,0,,0,0,7.3.10.9.1.0 7.3.10.9.3.0 7.3.10.9.6.0,-20,,,,,,,,,,,,1,0,0
531714,531713,Long Sword,0,44000,170,0,,0,,0,,0,0,6.3.10.9.2.0 6.3.10.9.4.0 6.3.10.9.7.0,-20,,,,,,,,,,,,1,0,0
531715,531714,Long Sword,0,48000,200,0,,0,,0,,0,0,5.3.13.10.4.0 5.3.13.10.6.0 5.3.13.10.8.1,-20,,,,,,,,,,,,1,0,0
531716,531715,Long Sword,0,52000,220,0,,0,,0,,0,0,7.4.12.9.6.2 7.4.12.9.6.2 7.4.12.9.6.2,-15,,,,,,,,,,,,1,0,1
531969,531713,Long Sword,0,4000,130,0,Blastblight,15,,0,,0,0,4.4.9.8.0.0 4.4.9.10.0.0 4.4.9.13.0.0,0,,,,,,,,,,,,0,0,0
531970,531969,Long Sword,0,44000,140,0,Blastblight,16,,0,,0,0,2.4.10.9.0.0 2.4.10.11.0.0 2.4.10.13.1.0,0,,,,,,,,,,,,0,0,0
531971,531970,Long Sword,0,48000,160,0,Blastblight,17,,0,,0,0,9.2.9.10.0.0 9.2.9.12.0.0 9.2.9.13.2.0,0,,,,,,,,,,,,0,0,0
531972,531971,Long Sword,0,52000,180,0,Blastblight,18,,0,,0,0,8.1.10.11.0.0 8.1.10.12.1.0 8.1.10.12.4.0,0,,,,,,,,,,,,0,0,0
531973,531972,Long Sword,0,56000,210,0,Blastblight,19,,0,,0,0,4.6.8.12.0.0 4.6.8.12.2.0 4.6.8.12.5.0,0,,,,,,,,,,,,0,0,1
532225,531971,Long Sword,0,150000,150,0,Blastblight,24,,0,,0,0,10.7.8.4.1.0 10.7.8.4.3.0 10.7.8.4.5.1,0,,,,,,,,,,,,1,0,0
532226,532225,Long Sword,0,165000,160,0,Blastblight,26,,0,,0,0,15.2.8.9.1.0 15.2.8.9.3.0 15.2.8.9.4.2,0,,,,,,,,,,,,1,0,0
532227,532226,Long Sword,0,180000,180,0,Blastblight,28,,0,,0,0,16.5.3.9.2.0 16.5.3.9.4.0 16.5.3.9.4.3,0,,,,,,,,,,,,1,0,1
532481,531202,Long Sword,3300,2200,100,0,Poison,25,,0,,0,0,7.6.4.3.0.0 7.6.4.5.0.0 7.6.4.8.0.0,0,,,,,,,,,,,,1,0,0
532482,532481,Long Sword,0,4400,110,0,Poison,28,,0,,0,0,5.7.8.5.0.0 5.7.8.7.0.0 5.7.8.10.0.0,0,,,,,,,,,,,,1,0,0
532483,532482,Long Sword,0,26400,150,0,Poison,32,,0,,0,0,7.3.10.9.1.0 7.3.10.9.3.0 7.3.10.9.6.0,0,,,,,,,,,,,,1,0,0
532484,532483,Long Sword,0,28600,170,0,Poison,36,,0,,0,0,15.2.8.9.1.0 15.2.8.9.3.0 15.2.8.9.4.2,0,,,,,,,,,,,,1,0,0
532485,532484,Long Sword,0,30800,180,0,Poison,40,,0,,0,0,7.7.11.8.2.0 7.7.11.8.4.0 7.7.11.8.4.3,0,,,,,,,,,,,,1,0,1
532737,532483,Long Sword,0,150000,170,0,Fire,36,,0,,0,0,18.2.6.7.2.0 18.2.6.7.4.0 18.2.6.7.5.2,10,,,,,,,,,,,,1,0,0
532738,532737,Long Sword,0,165000,180,0,Fire,38,,0,,0,0,9.7.8.8.3.0 9.7.8.8.5.0 9.7.8.8.6.2,10,,,,,,,,,,,,1,0,0
532739,532738,Long Sword,0,180000,190,0,Fire,40,,0,,0,0,10.3.8.9.5.0 10.3.8.9.5.2 10.3.8.9.5.5,10,,,,,,,,,,,,1,0,1
532993,532481,Long Sword,0,2800,120,0,Fire,22,,0,,0,0,7.4.5.4.0.0 7.4.5.6.0.0 7.4.5.9.0.0,0,,,,,,,,,,,,0,0,0
532994,532993,Long Sword,0,30800,140,0,Fire,24,,0,,0,0,4.6.8.7.0.0 4.6.8.9.0.0 4.6.8.12.0.0,0,,,,,,,,,,,,0,0,0
532995,532994,Long Sword,0,33600,160,0,Fire,26,,0,,0,0,9.2.9.10.0.0 9.2.9.12.0.0 9.2.9.13.2.0,0,,,,,,,,,,,,0,0,0
532996,532995,Long Sword,0,36400,190,0,Fire,28,,0,,0,0,6.3.9.12.0.0 6.3.9.14.0.0 6.3.9.14.3.0,0,,,,,,,,,,,,0,0,0
532997,532996,Long Sword,0,39200,220,0,Fire,30,,0,,0,0,7.4.5.14.0.0 7.4.5.15.1.0 7.4.5.15.4.0,0,,,,,,,,,,,,0,0,1
533249,532995,Long Sword,0,200000,180,0,Fire,22,,0,,0,0,7.3.10.9.1.0 7.3.10.9.3.0 7.3.10.9.6.0,0,,,,,,,,,,,,2,0,0
533250,533249,Long Sword,0,220000,190,0,Fire,24,,0,,0,0,3.6.16.8.2.0 3.6.16.8.4.0 3.6.16.8.7.0,0,,,,,,,,,,,,2,0,0
533251,533250,Long Sword,0,240000,200,0,Fire,26,,0,,0,0,6.5.11.9.4.0 6.5.11.9.6.0 6.5.11.9.6.3,0,,,,,,,,,,,,2,0,1
533505,531202,Long Sword,0,2400,80,0,Paralysis,10,,0,,0,5,8.2.3.7.0.0 8.2.3.9.0.0 8.2.3.12.0.0,0,,,,,,,,,,,,1,0,0
533506,533505,Long Sword,0,4800,90,0,Paralysis,12,,0,,0,5,10.3.3.9.0.0 10.3.3.10.1.0 10.3.3.10.4.0,0,,,,,,,,,,,,1,0,0
533507,533506,Long Sword,0,28800,110,0,Paralysis,13,,0,,0,5,5.7.8.10.0.0 5.7.8.10.2.0 5.7.8.10.5.0,0,,,,,,,,,,,,1,0,0
533508,533507,Long Sword,0,31200,140,0,Paralysis,14,,0,,0,5,4.6.8.12.0.0 4.6.8.12.2.0 4.6.8.12.5.0,0,,,,,,,,,,,,1,0,0
